ID,DATE1,Fire Year,Location,Landscape,Soil,Rainfall (mm),SEASON,REPLICATE,FREQUENCY,PLOT_NO,FMCDRYW ,FUEL LOAD (kg/ha) ,AIRTEMP,RH (%),WIND (m/s),PLOTROS,MEDIAN FUELLOAD (kg/m2),Heat Yeild,PLOTFI MEDIAN FL,% OF PLOT BURNT,TYPE OF BURN,SUCCESS OF FIRE
759,5/5/87,1987,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,2,2,29.00,2743,35.1,15.3,1.3,0.30,0.2743,16890,1390,70,dirty,successful
1647,5/12/87,1987,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,2,6,29.00,2377,36.4,15.4,2.0,0.25,0.2377,16890,1001,25,dirty,unsuccessful
1830,5/12/87,1987,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,LINDANDA,2,5,29.10,1387,32.1,27.7,2.0,0.25,0.1387,16890,586,15,dirty,unsuccessful
2191,5/12/87,1987,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,2,5,34.74,1984,34.3,18.0,2.0,0.25,0.1984,16890,838,50,dirty,successful
159,9/1/87,1987,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,3,12,14.54,1501,33.3,18.7,2.2,0.20,0.1501,16890,507,20,dirty,unsuccessful
52,9/3/87,1987,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,3,10,19.10,3293,30.0,30.2,3.9,0.24,0.3293,16890,1314,55,dirty,successful
1661,4/20/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,3,12,46.00,3087,37.8,33.2,1.3,0.22,0.3087,16890,1136,50,dirty,unsuccessful
2030,4/20/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,MARHEYA,3,9,44.00,3003,33.7,29.1,1.8,0.12,0.3003,16890,604,50,dirty,unsuccessful
2201,4/20/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,3,12,30.00,3170,34.9,29.0,1.3,0.17,0.3170,16890,920,30,moderate,successful
147,5/10/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,N'SHAWU,3,11,165.00,3947,25.6,54.6,2.9,0.22,0.3947,16890,1452,30,dirty,unsuccessful
410,6/6/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NWASWITSHAKA,3,12,14.00,3910,35.2,10.0,1.4,0.53,0.3910,16890,3491,100,clean,highly
729,6/6/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,3,12,18.00,4234,35.1,13.3,1.7,0.84,0.4234,16890,6041,100,clean,highly
861,6/6/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,3,9,27.00,4744,31.9,21.1,1.6,0.87,0.4744,16890,6965,100,clean,highly
2388,6/9/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,3,11,44.00,6649,21.9,24.6,1.3,0.16,0.6649,16890,1842,100,clean,highly
2583,6/9/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,3,9,76.00,6832,22.4,24.1,1.0,0.10,0.6832,16890,1201,100,clean,highly
2758,6/9/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,3,12,43.00,5850,18.6,33.2,1.4,0.45,0.5850,16890,4442,100,clean,highly
2954,6/9/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,3,12,38.00,4810,14.3,26.2,1.4,0.74,0.4810,16890,6022,100,clean,highly
2969,8/3/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,22.60,4511,25.1,34.3,1.5,0.87,0.4511,16890,6629,100,clean,highly
2606,8/4/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,23.00,5527,26.7,21.9,1.5,0.60,0.5527,16890,5590,100,clean,highly
2802,8/4/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,47.29,4678,26.4,37.5,0.9,0.32,0.4678,16890,2528,100,clean,highly
2814,8/4/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,5,29.00,6986,26.6,27.4,0.9,0.33,0.6986,16890,3892,100,clean,highly
2841,8/4/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,3,11,17.40,7533,26.7,26.5,0.9,0.32,0.7533,16890,4071,100,clean,highly
3006,8/4/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,2,1,62.00,4038,19.2,76.3,1.5,0.19,0.4038,16890,1273,75,moderate,successful
3029,8/4/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,3,9,20.00,4744,25.1,57.7,1.2,0.87,0.4744,16890,6945,100,clean,highly
2397,8/5/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,29.00,5705,22.2,27.4,1.0,0.42,0.5705,16890,4018,100,clean,highly
2453,8/5/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,2,4,15.00,5497,20.8,32.5,1.1,0.28,0.5497,16890,2590,95,clean,highly
2463,8/5/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,3,12,26.00,7509,20.2,29.9,1.9,0.73,0.7509,16890,9207,100,clean,highly
2623,8/5/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,2,1,28.00,5223,21.2,18.2,0.3,0.28,0.5223,16890,2473,100,clean,highly
2646,8/5/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,3,10,70.85,6754,20.6,37.8,0.3,0.28,0.6754,16890,3194,100,clean,highly
2055,8/30/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,1,3,23.00,2831,31.9,37.1,3.4,0.22,0.2831,16890,1029,60,dirty,successful
2082,8/30/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,2,1,27.00,2608,26.7,49.6,3.6,0.36,0.2608,16890,1590,80,dirty,successful
2087,8/30/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,3,10,26.00,2608,34.6,30.0,3.1,0.38,0.2608,16890,1683,90,moderate,successful
2219,8/30/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,1,7,22.00,4842,35.6,28.4,2.9,0.98,0.4842,16890,7984,100,clean,highly
2262,8/30/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,2,1,25.30,2184,37.1,24.8,1.9,0.97,0.2184,16890,3578,100,moderate,successful
2274,8/30/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,3,9,16.00,3761,34.0,31.0,1.9,0.37,0.3761,16890,2344,95,clean,highly
171,8/31/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,40.00,3873,35.6,26.7,1.3,0.41,0.3873,16890,2662,90,clean,successful
1699,8/31/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,1,7,30.00,2654,30.5,47.9,2.8,0.69,0.2654,16890,3077,75,clean,highly
1717,8/31/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,2,5,30.00,2135,28.7,53.3,3.2,0.18,0.2135,16890,650,55,dirty,successful
1729,8/31/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,3,11,26.00,2184,22.8,69.4,2.2,0.23,0.2184,16890,866,50,dirty,unsuccessful
36,9/1/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,30.96,2009,25.5,56.4,2.5,0.27,0.2009,16890,904,60,dirty,successful
117,9/1/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,32.00,3211,30.8,42.5,2.2,0.15,0.3211,16890,814,80,moderate,successful
779,9/15/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,29.00,3003,27.4,45.6,0.8,0.26,0.3003,16890,1301,100,clean,successful
978,9/15/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,1,6,46.00,1828,26.6,48.3,1.1,0.30,0.1828,16890,926,70,dirty,unsuccessful
471,9/16/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,46.00,2654,30.3,37.1,1.3,0.46,0.2654,16890,2077,100,clean,highly
741,9/16/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,2,1,53.00,2831,26.9,43.6,1.9,0.42,0.2831,16890,2012,90,clean,successful
872,9/16/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,3,10,36.00,3252,29.4,41.1,2.6,0.38,0.3252,16890,2081,80,moderate,successful
441,9/22/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,3,9,30.00,2960,24.4,43.5,3.0,0.63,0.2960,16890,3150,100,moderate,successful
529,9/22/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,2,1,46.00,2471,28.8,35.7,1.3,0.59,0.2471,16890,2448,90,clean,successful
617,9/23/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,2,5,45.00,3413,24.7,57.1,1.0,0.41,0.3413,16890,2381,80,moderate,successful
655,9/23/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,34.00,3393,21.3,61.0,1.0,0.23,0.3393,16890,1318,90,moderate,successful
717,9/23/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,3,11,26.00,4923,20.8,66.2,0.8,0.33,0.4923,16890,2784,80,dirty,successful
1020,10/27/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,SKUKUZA,3,9,45.00,4020,17.2,77.3,1.7,0.11,0.4020,16890,747,50,dirty,unsuccessful
884,10/28/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,3,11,56.00,3685,28.7,45.3,1.7,0.11,0.3685,16890,663,40,dirty,successful
901,10/28/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,SKUKUZA,2,1,78.00,3003,21.1,62.8,2.9,0.11,0.3003,16890,563,20,dirty,successful
429,10/31/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,3,10,76.00,3170,29.2,43.7,2.0,0.30,0.3170,16890,1606,70,dirty,successful
560,10/31/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,2,4,70.00,2654,29.6,41.4,2.4,0.30,0.2654,16890,1345,70,dirty,successful
588,10/31/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,2,3,72.00,3293,30.5,38.4,2.4,0.08,0.3293,16890,462,60,dirty,successful
820,10/31/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,2,5,92.00,3045,26.2,50.5,2.4,0.08,0.3045,16890,411,20,dirty,successful
1795,11/1/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,2,3,33.00,3045,36.5,26.7,3.0,0.33,0.3045,16890,1675,90,moderate,successful
1809,11/1/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,3,9,39.00,2787,38.5,22.7,0.8,0.52,0.2787,16890,2442,95,clean,highly
2338,11/1/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,2,4,38.00,1501,37.8,22.4,3.0,0.42,0.1501,16890,1065,40,dirty,unsuccessful
2350,11/1/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,3,10,28.36,3003,31.9,43.5,0.8,0.42,0.3003,16890,2130,60,moderate,successful
23,11/2/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,4,13,65.65,4971,31.5,35.8,2.4,0.19,0.4971,16890,1587,90,moderately clean ,successful
90,11/2/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,4,13,85.00,4020,34.0,37.7,5.1,0.40,0.4020,16890,2735,100,clean,highly
217,11/2/88,1988,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,4,13,58.76,3531,34.2,34.4,1.1,0.11,0.3531,16890,656,10,moderate,unsuccessful
2147,11/2/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,2,5,62.00,2377,25.3,54.7,1.2,0.19,0.2377,16890,763,30,geen/dirty,unsuccessful
2171,11/2/88,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,3,11,48.00,4056,25.3,53.3,1.9,0.19,0.4056,16890,1302,60,dirty,successful
692,11/7/88,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,3,9,70.00,3836,26.2,46.1,1.6,0.09,0.3836,16890,578,30,moderately clean,successful
2897,11/7/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,2,3,54.00,6675,31.9,23.2,2.4,0.28,0.6675,16890,3100,100,clean,highly
2916,11/7/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,3,9,85.00,5993,30.8,25.3,1.9,0.32,0.5993,16890,3241,100,clean,highly
3102,11/7/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,2,4,90.60,3531,30.1,25.8,1.6,0.13,0.3531,16890,775,50,clean,successful
3119,11/7/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,3,10,160.00,3947,27.3,32.8,1.6,0.13,0.3947,16890,848,40,clean,highly
2523,11/8/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,2,1,53.00,5035,28.5,44.5,2.9,0.28,0.5035,16890,2409,100,clean,highly
2548,11/8/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,3,9,54.26,5003,30.8,35.4,2.9,0.28,0.5003,16890,2366,100,clean,highly
2710,11/8/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,2,5,102.00,6408,22.6,66.0,1.5,0.13,0.6408,16890,1397,100,clean,highly
2737,11/8/88,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,3,11,85.00,5557,27.1,52.6,1.5,0.13,0.5557,16890,1220,100,clean,highly
915,1/10/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,SKUKUZA,2,2,223.00,2960,26.2,56.9,0.5,0.20,0.2960,16890,1000,60,dirty,successful
1008,1/10/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,SKUKUZA,3,8,110.00,3313,24.9,59.1,0.6,0.30,0.3313,16890,1679,70,dirty,successful
2665,1/11/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,2,6,92.90,6327,30.8,48.7,1.1,0.03,0.6327,16890,321,10,moderate,successful
2853,1/11/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,2,2,83.50,7214,26.9,55.7,1.1,0.03,0.7214,16890,366,10,moderate,successful
2869,1/11/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,3,10,105.30,5407,27.9,52.5,1.1,0.03,0.5407,16890,274,65,moderate,successful
3040,1/11/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,FAYI,2,3,159.00,4875,23.1,64.8,1.1,0.03,0.4875,16890,247,50,dirty,unsuccessful
3056,1/11/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,FAYI,3,8,185.70,3413,30.1,52.7,1.1,0.03,0.3413,16890,173,10,geen,unsuccessful
2477,1/12/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,2,2,92.00,6675,28.3,46.0,2.8,0.08,0.6675,16890,902,40,moderate,successful
2492,1/12/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,3,8,92.79,7313,28.7,42.5,2.8,0.08,0.7313,16890,988,50,moderate,successful
2680,1/12/89,1988,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,3,8,95.00,5835,29.4,51.9,2.7,0.03,0.5835,16890,296,10,moderate,successful
454,1/13/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NWASWITSHAKA,3,8,85.40,3873,26.0,41.5,2.2,0.20,0.3873,16890,1308,50,patchy,successful
545,1/13/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NWASWITSHAKA,2,3,122.00,2654,23.1,53.5,2.2,0.20,0.2654,16890,897,40,patchy,unsuccessful
575,1/13/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,2,2,173.00,3799,28.0,42.0,2.2,0.20,0.3799,16890,1283,50,patchy,successful
834,1/13/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NAPI,2,6,129.00,3252,29.4,41.2,1.9,0.20,0.3252,16890,1099,80,patchy,successful
849,1/13/89,1988,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NAPI,3,8,103.00,4321,25.3,47.2,3.5,0.30,0.4321,16890,2189,70,dirty,successful
1743,1/16/89,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,2,2,15.00,4304,35.8,30.0,3.3,0.39,0.4304,16890,2805,100,clean,highly
1765,1/16/89,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,3,10,15.00,2184,34.7,31.2,2.9,0.35,0.2184,16890,1286,85,moderate,successful
2123,1/16/89,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,MARHEYA,3,8,28.00,2135,30.5,37.8,1.6,0.25,0.2135,16890,895,70,dirty,successful
2282,1/16/89,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,2,3,18.00,2743,33.7,32.6,2.0,0.19,0.2743,16890,895,70,moderate,successful
2301,1/16/89,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,3,8,17.83,895,35.3,30.2,2.0,0.19,0.0895,16890,287,40,dirty,unsuccessful
1922,1/17/89,1988,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,2,2,27.00,2517,26.7,53.1,2.9,0.19,0.2517,16890,808,50,dirty,unsuccessful
11,2/14/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,DZOMBO,2,4,26.10,1932,35.6,38.6,3.0,0.22,0.1932,16890,728,60,clean,successful
99,2/15/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,MOOIPLAAS,2,4,54.00,3570,21.7,78.6,3.4,0.34,0.3570,16890,2067,50,moderate,successful
137,2/15/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,N'SHAWU,2,3,20.00,3987,25.8,65.4,3.1,0.30,0.3987,16890,2020,70,dirty/clean,successful
192,2/15/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Feb,TSENDE,2,6,19.00,3045,31.7,46.3,2.2,0.32,0.3045,16890,1646,90,moderate,successful
2510,3/1/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,NUMBI,2,3,105.20,6077,31.4,50.5,0.9,0.18,0.6077,16890,1848,90,moderate,successful
2687,3/1/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,SHABENI,2,4,155.00,6021,31.7,51.3,0.9,0.30,0.6021,16890,3001,100,moderate,successful
2871,3/1/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,KAMBENI,2,4,152.00,5527,29.6,55.8,0.8,0.07,0.5527,16890,629,60,dirty,successful
3068,3/1/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,FAYI,2,6,192.68,5907,26.1,62.0,0.8,0.18,0.5907,16890,1796,75,dirty,successful
1646,5/8/89,1989,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,2,6,27.60,1722,26.9,33.0,1.0,0.14,0.1722,16890,407,50,dirty,unsuccessful
1828,5/8/89,1989,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,LINDANDA,2,5,55.00,2654,29.2,32.1,1.7,0.14,0.2654,16890,633,25,dirty,unsuccessful
2196,5/8/89,1989,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,2,5,27.58,2377,26.9,31.2,1.4,0.14,0.2377,16890,562,20,moderately dirty,unsuccessful
45,5/9/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,DZOMBO,2,2,33.99,1932,27.6,30.9,1.0,0.18,0.1932,16890,595,25,baie,unsuccessful
152,5/9/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,N'SHAWU,2,5,26.00,4304,29.2,34.0,1.4,0.06,0.4304,16890,444,75,moderate,successful
186,5/9/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,TSENDE,2,5,20.00,2960,24.4,51.5,2.0,0.14,0.2960,16890,716,30,dirty,successful
124,5/10/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,MOOIPLAAS,2,6,32.00,1984,27.4,40.8,1.1,0.10,0.1984,16890,331,40,dirty,unsuccessful
512,5/23/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NWASWITSHAKA,2,5,58.00,3170,25.4,50.8,0.2,1.22,0.3170,16890,6534,100,clean,highly
634,5/23/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,2,6,64.00,3589,27.1,49.7,0.8,0.85,0.3589,16890,5171,100,dirty,successful
957,5/23/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,SKUKUZA,2,5,66.00,2654,22.8,66.0,2.7,0.14,0.2654,16890,606,15,dirty,unsuccessful
2382,5/29/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,2,5,67.37,6516,23.1,43.1,1.5,0.36,0.6516,16890,3962,100,clean,successful
758,5/30/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,2,2,14.00,3129,27.1,31.6,1.5,0.17,0.3129,16890,923,50,clean,highly
2566,5/30/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,2,2,93.00,7263,24.0,41.2,0.9,0.36,0.7263,16890,4390,100,clean,highly
2755,5/30/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,2,6,152.00,6622,26.3,33.2,1.5,0.21,0.6622,16890,2329,95,clean,successful
2944,5/30/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,2,5,59.27,3413,27.8,32.6,1.5,0.36,0.3413,16890,2075,80,moderate,successful
470,8/16/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,20.00,1613,32.1,21.1,2.4,0.23,0.1613,16890,627,20,clean,highly
654,8/16/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,35.00,1387,28.3,33.0,2.4,0.23,0.1387,16890,539,75,dirty,successful
778,8/16/89,1989,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,50.00,1667,26.2,39.1,2.4,0.23,0.1667,16890,643,90,moderate,successful
2425,8/17/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,31.55,3003,17.9,64.6,2.4,0.32,0.3003,16890,1623,95,clean,highly
2605,8/17/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,25.00,3453,19.0,63.1,2.4,0.25,0.3453,16890,1435,98,clean,successful
2803,8/17/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,37.00,3609,19.4,56.2,2.1,0.39,0.3609,16890,2400,98,clean,highly
2973,8/17/89,1989,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,36.00,1881,23.3,52.2,2.3,0.20,0.1881,16890,641,40,moderate,successful
200,8/22/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,1,7,14.00,1387,30.1,39.9,2.5,0.20,0.1387,16890,475,40,dirty,moderately
29,8/23/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,2,1,14.00,862,30.5,25.1,3.2,0.16,0.0862,16890,233,75,dirty,successful
163,8/23/89,1989,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,2,4,18.00,1269,27.4,37.1,2.6,0.16,0.1269,16890,340,20,dirty,successful
1886,8/24/89,1989,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,1,6,30.63,2135,28.4,30.2,2.6,0.15,0.2135,16890,541,45,dirty,unsuccessful
418,3/15/90,1990,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NWASWITSHAKA,3,11,115.30,3129,30.3,48.4,0.8,0.80,0.3129,16890,4228,80,moderate,successful
683,3/15/90,1990,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,MBIYAMITI,3,8,79.90,4092,26.0,60.6,5.0,0.08,0.4092,16890,518,55,moderate,successful
893,3/15/90,1990,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NAPI,3,12,81.00,5437,30.7,55.8,0.6,0.09,0.5437,16890,784,75,dirty,successful
1030,3/15/90,1990,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,SKUKUZA,3,10,94.00,4678,25.3,60.9,0.8,0.08,0.4678,16890,610,30,moderate,successful
2512,3/16/90,1990,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,NUMBI,3,10,119.00,5936,28.0,46.4,2.0,0.16,0.5936,16890,1604,95,clean,highly
2705,3/16/90,1990,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,SHABENI,3,12,112.00,9214,27.7,51.6,0.7,0.17,0.9214,16890,2586,95,moderate,successful
