"","MFRI","MAP_mm","FF"
"2002",33.5,433.871266246197,0.0298507462686567
"2003",67,442.945872379788,0.0149253731343284
"2004",67,452.362829017233,0.0149253731343284
"2005",11.167,458.409012150985,0.0895495656846064
"2006",11.167,475.459119573632,0.0895495656846064
"2007",11.167,481.03354047537,0.0895495656846064
"2008",11.167,472.479484159435,0.0895495656846064
"2009",11.167,464.369936093884,0.0895495656846064
"2010",11.167,441.904874806956,0.0895495656846064
"2011",11.167,444.167653415435,0.0895495656846064
"2012",11.167,443.445691749364,0.0895495656846064
"2013",9.571,427.337793690397,0.104482290251802
"2014",9.571,421.510536899835,0.104482290251802
"2015",9.571,423.236531121637,0.104482290251802
"2016",11.167,424.034833801868,0.0895495656846064
"2017",11.167,422.133041904289,0.0895495656846064
"2018",16.75,420.275709936401,0.0597014925373134
"2019",33.5,416.442117198104,0.0298507462686567
"2020",33.5,414.175291914146,0.0298507462686567
"2021",33.5,413.356368802673,0.0298507462686567
"2022",33.5,412.345288979326,0.0298507462686567
"2023",33.5,412.037201299453,0.0298507462686567
"2024",33.5,409.616136436848,0.0298507462686567
"2025",16.75,407.477556732836,0.0597014925373134
"2026",13.4,406.010513496555,0.0746268656716418
"2138",16.75,436.601725440076,0.0597014925373134
"2139",11.167,445.841499833531,0.0895495656846064
"2140",11.167,442.216647883093,0.0895495656846064
"2141",11.167,438.494496108918,0.0895495656846064
"2142",11.167,443.959197517545,0.0895495656846064
"2143",11.167,446.537828537535,0.0895495656846064
"2144",13.4,447.611059321384,0.0746268656716418
"2145",11.167,450.774516108709,0.0895495656846064
"2146",11.167,455.181354158134,0.0895495656846064
"2147",9.571,471.911094168052,0.104482290251802
"2148",9.571,493.165901933212,0.104482290251802
"2149",11.167,490.512014229615,0.0895495656846064
"2150",11.167,486.589208663507,0.0895495656846064
"2151",11.167,481.036613504012,0.0895495656846064
"2152",11.167,478.798559947921,0.0895495656846064
"2153",11.167,473.893682873885,0.0895495656846064
"2154",8.375,450.529838101429,0.119402985074627
"2155",9.571,436.056089016123,0.104482290251802
"2156",9.571,432.689896499451,0.104482290251802
"2157",9.571,428.506461454724,0.104482290251802
"2158",11.167,429.154619263135,0.0895495656846064
"2159",13.4,427.064750258095,0.0746268656716418
"2160",16.75,425.238725860648,0.0597014925373134
"2161",16.75,422.260346197009,0.0597014925373134
"2162",16.75,420.326977932059,0.0597014925373134
"2163",16.75,418.078354368181,0.0597014925373134
"2164",16.75,416.704289327969,0.0597014925373134
"2165",16.75,415.236062162879,0.0597014925373134
"2166",16.75,416.764878824557,0.0597014925373134
"2167",16.75,414.021879391617,0.0597014925373134
"2279",11.167,477.565738768315,0.0895495656846064
"2280",11.167,475.337814532392,0.0895495656846064
"2281",11.167,462.500563201578,0.0895495656846064
"2282",11.167,451.213957652059,0.0895495656846064
"2283",11.167,448.188103954695,0.0895495656846064
"2284",9.571,448.815846636262,0.104482290251802
"2285",8.375,450.938545853364,0.119402985074627
"2286",9.571,447.302442580184,0.104482290251802
"2287",11.167,446.671889623887,0.0895495656846064
"2288",11.167,461.071190993477,0.0895495656846064
"2289",11.167,476.534719303121,0.0895495656846064
"2290",9.571,487.744503408196,0.104482290251802
"2291",9.571,494.401666971598,0.104482290251802
"2292",8.375,483.080877751647,0.119402985074627
"2293",9.571,479.760220823634,0.104482290251802
"2294",9.571,481.481157977547,0.104482290251802
"2295",8.375,463.602025413243,0.119402985074627
"2296",9.571,442.750466250717,0.104482290251802
"2297",9.571,436.585179000372,0.104482290251802
"2298",9.571,432.095746812509,0.104482290251802
"2299",11.167,435.773294523233,0.0895495656846064
"2300",11.167,431.987306172587,0.0895495656846064
"2301",16.75,430.970709806787,0.0597014925373134
"2302",16.75,428.189844946788,0.0597014925373134
"2303",16.75,428.639607498631,0.0597014925373134
"2304",16.75,424.893248961409,0.0597014925373134
"2305",13.4,421.734935378096,0.0746268656716418
"2306",16.75,422.827298022767,0.0597014925373134
"2307",22.333,428.531447841301,0.0447767877132495
"2308",16.75,440.26094754409,0.0597014925373134
"2419",11.167,486.491621246767,0.0895495656846064
"2420",11.167,486.91775269934,0.0895495656846064
"2421",11.167,483.916730689534,0.0895495656846064
"2422",11.167,472.064718286075,0.0895495656846064
"2423",11.167,456.013186965431,0.0895495656846064
"2424",11.167,452.164070617308,0.0895495656846064
"2425",9.571,451.02549911904,0.104482290251802
"2426",8.375,450.164650829272,0.119402985074627
"2427",9.571,448.286580624029,0.104482290251802
"2428",9.571,450.146703464805,0.104482290251802
"2429",9.571,458.690072819034,0.104482290251802
"2430",9.571,470.00930956017,0.104482290251802
"2431",9.571,477.761849775524,0.104482290251802
"2432",8.375,487.37772645146,0.119402985074627
"2433",7.444,485.211702068021,0.134336378291241
"2434",8.375,483.308192460001,0.119402985074627
"2435",7.444,489.245304794733,0.134336378291241
"2436",9.571,480.708831250209,0.104482290251802
"2437",8.375,458.911235622501,0.119402985074627
"2438",9.571,444.42954977366,0.104482290251802
"2439",9.571,440.459379886803,0.104482290251802
"2440",9.571,442.327793231148,0.104482290251802
"2441",11.167,443.959639727346,0.0895495656846064
"2442",16.75,440.513410755748,0.0597014925373134
"2443",16.75,438.733443814256,0.0597014925373134
"2444",16.75,436.658094670129,0.0597014925373134
"2445",13.4,431.57420223229,0.0746268656716418
"2446",16.75,434.669759508801,0.0597014925373134
"2447",16.75,435.930622291431,0.0597014925373134
"2448",22.333,443.308709391215,0.0447767877132495
"2449",16.75,456.991707088275,0.0597014925373134
"2450",13.4,473,0.0746268656716418
"2560",11.167,472.705974439718,0.0895495656846064
"2561",11.167,481.259323194999,0.0895495656846064
"2562",11.167,477.240984554566,0.0895495656846064
"2563",11.167,475.923065299503,0.0895495656846064
"2564",11.167,475.008203277599,0.0895495656846064
"2565",11.167,471.05996281219,0.0895495656846064
"2566",8.375,467.36592195468,0.119402985074627
"2567",8.375,458.848740549432,0.119402985074627
"2568",9.571,453.023604265411,0.104482290251802
"2569",9.571,457.924027634566,0.104482290251802
"2570",9.571,457.626971578372,0.104482290251802
"2571",9.571,456.545740093706,0.104482290251802
"2572",9.571,461.550976616756,0.104482290251802
"2573",9.571,467.637063955806,0.104482290251802
"2574",8.375,472.881465717545,0.119402985074627
"2575",8.375,477.244327674684,0.119402985074627
"2576",8.375,479.178728812456,0.119402985074627
"2577",8.375,467.496741082091,0.119402985074627
"2578",8.375,457.80031447533,0.119402985074627
"2579",7.444,450.651850343959,0.134336378291241
"2580",8.375,449.128205398724,0.119402985074627
"2581",8.375,455.894514339807,0.119402985074627
"2582",11.167,453.837993916189,0.0895495656846064
"2583",11.167,449.27325242757,0.0895495656846064
"2584",16.75,446.029411591659,0.0597014925373134
"2585",13.4,443.429806856551,0.0746268656716418
"2586",13.4,443.146363052706,0.0746268656716418
"2587",16.75,448.458707866601,0.0597014925373134
"2588",16.75,456.697286792191,0.0597014925373134
"2589",11.167,459.052861916215,0.0895495656846064
"2590",13.4,464.95596808574,0.0746268656716418
"2591",9.571,476.009833307524,0.104482290251802
"2700",11.167,458.713076869765,0.0895495656846064
"2701",11.167,482.89203331617,0.0895495656846064
"2702",11.167,490.429482337395,0.0895495656846064
"2703",11.167,496.576856147749,0.0895495656846064
"2704",11.167,495.123349224591,0.0895495656846064
"2705",11.167,488.448259120014,0.0895495656846064
"2706",9.571,484.194866009118,0.104482290251802
"2707",8.375,478.891034819419,0.119402985074627
"2708",9.571,468.477723086235,0.104482290251802
"2709",9.571,458.727372454027,0.104482290251802
"2710",9.571,460.512653257004,0.104482290251802
"2711",7.444,463.356090227702,0.134336378291241
"2712",7.444,464.926237215575,0.134336378291241
"2713",8.375,465.721947973601,0.119402985074627
"2714",8.375,470.227563236439,0.119402985074627
"2715",8.375,472.886920020653,0.119402985074627
"2716",7.444,476.49228431686,0.134336378291241
"2717",8.375,478.365359415085,0.119402985074627
"2718",8.375,466.769568614623,0.119402985074627
"2719",7.444,460.19572026532,0.134336378291241
"2720",8.375,457.479594724339,0.119402985074627
"2721",8.375,458.007705300681,0.119402985074627
"2722",7.444,464.740915926429,0.134336378291241
"2723",8.375,467.120982668408,0.119402985074627
"2724",9.571,458.814984833457,0.104482290251802
"2725",11.167,454.682094456875,0.0895495656846064
"2726",11.167,452.190217286092,0.0895495656846064
"2727",13.4,457.446909501357,0.0746268656716418
"2728",11.167,463.715253682905,0.0895495656846064
"2729",13.4,475.33446178669,0.0746268656716418
"2730",13.4,471.793044547297,0.0746268656716418
"2731",13.4,475.765241889429,0.0746268656716418
"2732",9.571,483.923546816952,0.104482290251802
"2841",11.167,452.527555235002,0.0895495656846064
"2842",11.167,470.012888689399,0.0895495656846064
"2843",11.167,488.253585368192,0.0895495656846064
"2844",11.167,495.307938517407,0.0895495656846064
"2845",11.167,500.994684017824,0.0895495656846064
"2846",11.167,498.111183164321,0.0895495656846064
"2847",9.571,493.697867639219,0.104482290251802
"2848",8.375,487.019870543532,0.119402985074627
"2849",9.571,477.741792568725,0.104482290251802
"2850",9.571,474.586579875586,0.104482290251802
"2851",7.444,466.138589426281,0.134336378291241
"2852",7.444,470.135389510441,0.134336378291241
"2853",6.7,473.81226005363,0.149253731343284
"2854",5.583,467.116213329432,0.179115171054988
"2855",6.091,472.340939214229,0.16417665407979
"2856",5.583,476.859713790334,0.179115171054988
"2857",6.091,481.882573286108,0.16417665407979
"2858",7.444,481.826670508423,0.134336378291241
"2859",8.375,473.348623352645,0.119402985074627
"2860",8.375,466.158867079455,0.119402985074627
"2861",8.375,464.77661753399,0.119402985074627
"2862",7.444,470.202230413035,0.134336378291241
"2863",7.444,477.226060738477,0.134336378291241
"2864",7.444,479.404367113334,0.134336378291241
"2865",9.571,470.839007363054,0.104482290251802
"2866",9.571,466.019423284629,0.104482290251802
"2867",9.571,462.874704758885,0.104482290251802
"2868",13.4,472.255187287718,0.0746268656716418
"2869",13.4,469.343167010047,0.0746268656716418
"2870",13.4,484.289904159449,0.0746268656716418
"2871",13.4,481.195744625873,0.0746268656716418
"2872",13.4,482.904705288536,0.0746268656716418
"2873",7.444,488.599817950968,0.134336378291241
"2874",6.7,496.674701221683,0.149253731343284
"2974",13.4,453,0.0746268656716418
"2982",13.4,449.142960707087,0.0746268656716418
"2983",9.571,472.10802210048,0.104482290251802
"2984",9.571,500.863781514061,0.104482290251802
"2985",9.571,499.128992507831,0.104482290251802
"2986",9.571,497.967970449284,0.104482290251802
"2987",8.375,495.390641465378,0.119402985074627
"2988",7.444,497.403506856151,0.134336378291241
"2989",7.444,502.239778129147,0.134336378291241
"2990",8.375,490.508186874762,0.119402985074627
"2991",9.571,479.879355532321,0.104482290251802
"2992",8.375,468.39003789663,0.119402985074627
"2993",7.444,467.173065781328,0.134336378291241
"2994",6.091,471.300626683608,0.16417665407979
"2995",5.583,474.888827802204,0.179115171054988
"2996",6.091,473.390904162066,0.16417665407979
"2997",6.091,477.920231030776,0.16417665407979
"2998",5.583,483.999942995976,0.179115171054988
"2999",6.091,489.082906969238,0.16417665407979
"3000",8.375,482.103052507056,0.119402985074627
"3001",8.375,473.269395532894,0.119402985074627
"3002",8.375,474.398622159843,0.119402985074627
"3003",8.375,483.611979988983,0.119402985074627
"3004",7.444,491.639271273157,0.134336378291241
"3005",7.444,485.783859316919,0.134336378291241
"3006",8.375,479.394300249643,0.119402985074627
"3007",11.167,471.567848141667,0.0895495656846064
"3008",11.167,474.645035344801,0.0895495656846064
"3009",9.571,482.574549968473,0.104482290251802
"3010",9.571,478.578393590961,0.104482290251802
"3011",13.4,486.359698513102,0.0746268656716418
"3012",11.167,491.697905846666,0.0895495656846064
"3013",8.375,493.348670920986,0.119402985074627
"3014",6.7,498.872531354394,0.149253731343284
"3015",6.091,498.335357332949,0.16417665407979
"3115",11.167,457.548603615734,0.0895495656846064
"3116",11.167,461.99012325505,0.0895495656846064
"3117",11.167,458.533730645399,0.0895495656846064
"3121",13.4,445.914877124122,0.0746268656716418
"3122",13.4,457.264860906783,0.0746268656716418
"3123",13.4,467.923167198084,0.0746268656716418
"3124",8.375,458.806959760401,0.119402985074627
"3125",8.375,452.788739894017,0.119402985074627
"3126",9.571,459.008320336865,0.104482290251802
"3127",8.375,479.725074504694,0.119402985074627
"3128",8.375,505.63415881044,0.119402985074627
"3129",8.375,508.385330521917,0.119402985074627
"3130",7.444,513.568543158351,0.134336378291241
"3131",8.375,498.296729770881,0.119402985074627
"3132",7.444,487.541112665283,0.134336378291241
"3133",6.7,474.039571676694,0.149253731343284
"3134",6.091,469.674850375042,0.16417665407979
"3135",6.7,472.367612470558,0.149253731343284
"3136",7.444,476.353605362436,0.134336378291241
"3137",7.444,476.260384463221,0.134336378291241
"3138",6.7,482.219414306084,0.149253731343284
"3139",6.091,486.055455713951,0.16417665407979
"3140",6.091,489.206630048379,0.16417665407979
"3141",8.375,488.94097653793,0.119402985074627
"3142",8.375,482.900086897989,0.119402985074627
"3143",8.375,482.723246137603,0.119402985074627
"3144",7.444,495.473207945343,0.134336378291241
"3145",7.444,513.343199314373,0.134336378291241
"3146",7.444,500.272955656277,0.134336378291241
"3147",7.444,485.624655124674,0.134336378291241
"3148",9.571,486.888773557577,0.104482290251802
"3149",9.571,486.631905074744,0.104482290251802
"3150",11.167,488.630324925999,0.0895495656846064
"3151",9.571,494.04140138943,0.104482290251802
"3152",9.571,486.570571523114,0.104482290251802
"3153",8.375,494.700718068173,0.119402985074627
"3154",5.154,501.935784613659,0.194024058983314
"3155",4.786,501.121742033022,0.208942749686586
"3156",5.154,498.929306108207,0.194024058983314
"3254",11.167,477,0.0895495656846064
"3255",11.167,471.701693803715,0.0895495656846064
"3256",11.167,465.254558007955,0.0895495656846064
"3257",11.167,462.198593225029,0.0895495656846064
"3258",11.167,456.948420331221,0.0895495656846064
"3261",13.4,461.242658072721,0.0746268656716418
"3262",13.4,458.511949280902,0.0746268656716418
"3263",13.4,454.296502245922,0.0746268656716418
"3264",8.375,453.293494895163,0.119402985074627
"3265",8.375,461.734718618138,0.119402985074627
"3266",9.571,475.081175150964,0.104482290251802
"3267",8.375,470.996393518305,0.119402985074627
"3268",8.375,464.993308883667,0.119402985074627
"3269",8.375,481.040721758522,0.119402985074627
"3270",8.375,508.917646098966,0.119402985074627
"3271",8.375,506.733634646801,0.119402985074627
"3272",7.444,500.798924571677,0.134336378291241
